0.04337202,0.10251412,0.42900255,0.23920585,-0.09975769,0.13153921,-0.18605778,0.20239219,-0.3343541,-0.1165226,0.06827701,-0.15550701,-0.2828213,0.3751245,0.18015471,-0.30257565,0.3821823,0.13969727,0.21528003,0.5594098,0.039099507,-0.15549073,-0.36554942,0.09741215,0.068423,0.08258624,0.3149484,-0.21535927,-0.6634967,0.28150296,-0.418073,0.06610977,0.049692817,0.30866924,-0.7127394,-0.50377893,-0.23468389,0.61804616,0.26975498,0.27715635,0.27119917,-0.04439239,-0.45788196,-0.109851696,-0.22681221,0.16613938,0.34869316,0.1443437,0.17093693,-0.34045488
-0.510447,0.38874692,0.052350614,0.093959235,0.15729278,0.18371783,0.22292274,-0.20772962,0.5056297,-0.6498299,0.7122665,-0.15645497,0.8234644,0.39967695,-0.8408829,-0.13709053,0.3087163,-0.27053055,0.382026,-0.3543327,-0.17656729,-0.88653773,0.0006437916,-0.662428,0.47105932,0.738112,-0.34848335,-0.044575002,-0.29483563,0.451906,0.19327022,0.10368238,-0.89911884,-0.0048715915,-1.4571257,-1.0991066,-0.25234357,0.10894568,0.46724406,0.034726553,0.35539404,0.8428864,-0.45685628,0.33998168,0.033973183,1.0396827,-0.14033517,-0.90703475,0.078786865,-0.20481409
-0.22240739,0.17156099,0.18580934,-0.110531524,0.006314663,-0.008754339,-0.016879559,-0.23747033,-0.20403533,-0.45454878,-0.22744253,-0.3793982,0.36448333,0.25196365,-0.3336683,-0.2030436,0.07582456,-0.23130777,0.31204,0.1138916,0.020387452,0.012391552,0.15901884,0.048217572,0.087505616,0.5921693,-0.051532313,-0.19042604,-0.2484935,0.04068181,-0.32666078,-0.06694335,-0.5673939,0.025581239,-0.34378853,-0.31807718,-0.5267595,0.03185512,-0.011218546,-0.01625656,0.2553498,0.20529826,-0.22840607,-0.14159168,-0.098816395,0.3132997,0.001427548,0.2660531,-0.044753484,-0.34875828
-0.22062099,0.58216345,0.10167705,0.13694565,0.01698698,0.39452982,-0.062601455,-0.2076314,0.14169398,-0.48832676,0.13877122,-0.37563735,0.11837382,0.4059231,-0.3250084,-0.11883677,0.09647441,-0.6107463,0.34861475,-0.107094266,-0.1702004,-0.18159963,-0.33856297,0.009622391,0.30374193,0.40550014,-0.18820472,-0.49499553,-0.5202662,0.43604586,-0.7135537,0.009816277,-0.69466054,-0.00057875755,-0.29619467,-0.44530573,-0.45229572,0.021963703,0.11175759,0.3016732,0.34443146,0.49716997,-0.47239715,0.23398045,0.10573653,0.6712203,0.098524794,0.25314805,-0.059636056,-0.42194286
0.06266504,-1.0049037,-1.7751024,-0.54016995,0.282801,-0.027924562,0.47152504,-1.8006154,2.2318707,-2.1185577,-0.3191396,-1.3291713,0.24990563,0.67618066,-0.109941386,-0.5173368,1.0612897,1.3524846,0.79284,0.79679036,-0.8142029,-0.95449454,-0.91883475,0.7442658,0.26368326,1.5392147,-0.24562362,0.12027457,1.1380821,0.2241774,-0.1312081,0.8267148,-1.8935523,0.80970126,-1.959426,-1.1900707,-1.3595649,0.49292445,-0.13298883,-0.51304287,0.27894774,1.2644752,0.26489142,-0.7876003,-0.25985524,-0.5716277,-1.0694504,-0.93057114,-1.1853429,0.6841418
-1.8511145,1.2831348,1.3839452,-1.5966977,-0.11484089,1.1049057,-0.025530368,-1.2682353,0.48078838,-0.6818171,-0.6225802,-0.917171,1.3723539,-2.7775545,-0.652905,-1.2537858,0.11223758,-0.90956974,-0.3050464,-0.08071354,-0.5121086,-1.1919724,0.9347652,0.18887788,0.21499436,1.8546535,-0.43984032,0.4171128,0.34504467,0.92168534,0.1909513,0.10135194,-0.7120095,0.40102658,-1.4312718,-0.3282832,0.20191303,0.26964062,1.6473889,2.3469877,-0.09185568,2.121223,-1.5770935,0.9626077,0.22523315,0.3151884,0.077054635,-1.8097949,-1.580182,-1.3217438
-0.37142974,0.33007953,0.32151556,-0.3021231,0.03439077,0.1072787,-0.18219987,-0.39621103,-0.35267445,-0.59756136,-0.3771555,-0.71127284,0.31825307,0.18133025,-0.0098678395,-0.20205462,0.22412327,-0.53985596,0.1473313,-0.20805751,0.1216304,-0.24122587,-0.14441463,0.07680758,0.33413303,0.8683722,-0.0015298557,-0.13661954,-0.15480411,0.1094606,-0.53953743,0.19959551,-0.8661989,-0.015646154,-0.61608183,-0.48368773,-0.36210433,-0.12002867,0.15079862,0.26762086,0.3487083,0.3976676,-0.52552414,-0.06573413,-0.24386442,0.594362,0.09949194,0.34983557,0.23295593,-0.3721385
-0.46235713,-0.076009266,0.38336384,-0.68267447,0.08938767,0.008508073,-0.10049668,0.011016887,0.23642962,-0.84594744,0.08214578,-0.3693889,0.21921681,0.17412254,-0.45550656,0.027760487,0.17028947,-0.007781483,0.41052058,-0.07120959,-0.3296676,0.022010067,-0.07849029,0.07501044,0.20806865,0.38497838,0.3850667,0.29704452,-0.05908651,-0.0943295,-0.56047815,0.4322484,-0.9021886,0.43343407,-0.15610063,-0.7170631,-1.0465684,0.12697972,-0.18927929,0.062381137,0.4767353,0.81309724,-0.6084009,0.10240783,-0.012850772,-0.15244399,0.15119588,0.08679637,-0.32905856,-0.61932683
0.013626648,0.63462865,0.088391304,-0.28039065,-0.08608091,0.16460544,-0.01615126,-0.37933397,-0.07729144,-0.24195176,0.14652471,-0.32420045,0.023204517,-0.032167695,-0.5796503,0.33421305,0.45394692,-0.23267251,0.09013755,0.037683953,0.3814424,-0.107972495,-0.21106541,-0.14231129,0.031457778,0.56020874,-0.064589344,0.010424615,0.09799805,-0.23121133,-0.19236034,0.4722396,0.16248833,0.0021557503,-0.583999,-0.49019954,-0.21144888,0.15512876,0.24815623,0.116636395,0.3356394,-0.004667781,-0.74141604,-0.061989646,0.04906273,0.26083997,-0.16079767,0.068360575,-0.08314313,-0.6342034
-0.2557369,0.5328624,0.58711433,-0.2266076,-0.025213104,-0.056542244,0.37443188,-0.1194271,0.17628197,-1.1211941,0.3137539,-0.32452276,0.20050965,0.46752945,-0.48508155,0.24537633,0.8816719,0.41670257,-0.5541746,0.12969166,0.1870555,0.049974453,-0.6909481,-0.17090599,0.53822356,0.25194126,-0.30683386,0.15624502,-0.7679358,0.09258954,-0.5252485,0.29652372,-0.37199345,-0.14848348,-0.704828,-0.4054418,-0.34251967,0.8808557,-0.6908111,0.030125128,0.50722617,0.6205572,-0.7712938,0.8321178,0.049229685,0.21143529,-0.54964125,-0.27811137,-0.552158,-0.81731826
